H.sapiens,P.troglodytes,Chaperone_client,dN,dS,dN/dS,Protein-protein_interaction_(PPI),Protein_abundance,Codon_adaptation_index_(CAI),Aggregation_propensity
ENSG00000006210,CX3CL1,Non-client,0.0069,0.0128,0.5390625,2,,0.4304298,2704.34
ENSG00000178732,GP5,Non-client,0.0039,0.0176,0.221590909,1,,0.3748203,2704.77
ENSG00000120458,MSANTD2,Non-client,0.0023,0.0026,0.884615385,2,,0.4879915,2715.57
ENSG00000158458,NRG2,Non-client,0.001,0.0107,0.093457944,2,,0.3302426,2723.65
ENSG00000063601,MTMR1,Non-client,0.0019,0.0096,0.197916667,25,,0.5637884,2724.98
ENSG00000214517,PPME1,Client,0,0.0089,0,96,,0.6035559,2740.3
ENSG00000261609,GAN,Client,0,0.0135,0,208,,0.5526289,2742.21
ENSG00000116539,ASH1L,Non-client,0.0026,0.0084,0.30952381,10,,0.6377647,2746.95
ENSG00000231924,LOC456084,Non-client,0.0427,0.0364,1.173076923,47,,0.5160305,2747.05
ENSG00000120659,TNFSF11,Client,0.0028,0.021,0.133333333,24,,0.5467829,2754.48
ENSG00000186818,LILRB4,Non-client,0.0178,0.0276,0.644927536,12,,0.4974223,2756.57
ENSG00000178814,OPLAH,Non-client,0.0052,0.0233,0.223175966,1,,0.3731334,2771.1
ENSG00000143393,PI4KB,Client,0.0005,0.0029,0.172413793,15,,0.48583,2778.42
ENSG00000129354,AP1M2,Non-client,0.0449,0.0704,0.637784091,34,,0.4367489,2780.37
ENSG00000186439,TRDN,Non-client,0.0071,0.0064,1.109375,36,,0.7321202,2782.22
ENSG00000149582,TMEM25,Non-client,0.0036,0.0162,0.222222222,84,,0.4669446,2784.48
ENSG00000143554,SLC27A3,Client,0.0058,0.0162,0.358024691,25,,0.4166686,2788.75
ENSG00000256797,KLRF2,Non-client,0.0139,0.0275,0.505454546,,,0.6322204,2790.8
ENSG00000146122,DAAM2,Non-client,0.0036,0.0174,0.206896552,15,,0.4509032,2796.28
ENSG00000072778,ACADVL,Non-client,0.0172,0.0374,0.459893048,37,,0.4717457,2797.61
ENSG00000147044,CASK,Non-client,0,0.0063,0,68,,0.6346654,2803.22
ENSG00000004660,CAMKK1,Client,0.0026,0.0121,0.214876033,24,,0.4648662,2808.65
ENSG00000159593,NAE1,Non-client,0.0017,0.005,0.34,39,,0.7065859,2814.17
ENSG00000183378,OVCH2,Non-client,0.0108,0.0102,1.058823529,,,0.6014831,2815.95
ENSG00000143376,SNX27,Non-client,0,0.0042,0,73,,0.5192931,2817.45
ENSG00000205045,SLFN12L,Non-client,0.0081,0.0157,0.515923567,2,,0.672857,2820.04
ENSG00000160408,ST6GALNAC6,Non-client,0.0036,0.007,0.514285714,3,,0.426528,2820.13
ENSG00000180481,GLIPR1L2,Non-client,0.0089,0.0127,0.700787402,11,,0.6362619,2822.17
ENSG00000115525,ST3GAL5,Non-client,0.0058,0.0129,0.449612403,3,,0.5640971,2822.49
ENSG00000204007,GLT6D1,Non-client,0.0553,0.0781,0.708066581,,,0.5066531,2822.52
ENSG00000049618,ARID1B,Non-client,0.0015,0.0156,0.096153846,40,,0.4584444,2826.71
ENSG00000135960,EDAR,Non-client,0.0009,0.0153,0.058823529,4,,0.44197,2826.93
ENSG00000187715,KBTBD12,Non-client,0.0028,0.0023,1.217391304,,,0.6510156,2835.24
ENSG00000157890,MEGF11,Non-client,0.0064,0.018,0.355555556,2,,0.4583889,2856.73
ENSG00000149646,CNBD2,Non-client,0.0117,0.0108,1.083333333,,,0.4940871,2871.27
ENSG00000057935,MTA3,Client,0,0.0061,0,59,,0.6447155,2871.88
ENSG00000182685,BRICD5,Non-client,0.0075,0.0136,0.551470588,1,,0.3993128,2875.13
ENSG00000172061,LRRC15,Non-client,0.0053,0.0205,0.258536585,52,,0.4357675,2875.21
ENSG00000112964,GHR,Non-client,0.0048,0.0042,1.142857143,41,,0.6465706,2880.81
ENSG00000239388,ASB14,Non-client,0.0024,0.0019,1.263157895,21,,0.6277151,2886.21
ENSG00000132589,FLOT2,Non-client,0,0.0161,0,65,,0.4698676,2889.08
ENSG00000175984,DENND2C,Non-client,0.001,0.0145,0.068965517,3,,0.6358822,2889.62
ENSG00000177614,PGBD5,Non-client,0.0008,0.0169,0.047337278,1,,0.3576052,2891.85
ENSG00000183778,B3GALT5,Non-client,0.0106,0.0267,0.397003745,,,0.4812288,2892.98
ENSG00000278505,C17H17orf78,Non-client,0.1118,0.2025,0.552098765,,,0.61759,2895.93
ENSG00000178562,CD28,Non-client,0,0.0113,0,9,,0.5269116,2910.22
ENSG00000251322,SHANK3,Non-client,0.001,0.0204,0.049019608,16,,0.3392939,2925.58
ENSG00000185453,ZSWIM9,Non-client,0.0023,0.0201,0.114427861,2,,0.3676885,2933.47
ENSG00000107745,MICU1,Non-client,0.0078,0.0134,0.582089552,27,,0.6222999,2935.02
ENSG00000166086,JAM3,Non-client,0,0.0073,0,6,,0.5060609,2954.8
ENSG00000185737,NRG3,Non-client,0.0019,0.0069,0.275362319,,,0.4745826,2955.76
ENSG00000137747,TMPRSS13,Non-client,0.0405,0.0639,0.633802817,4,,0.4783649,2956.78
ENSG00000133422,MORC2,Non-client,0.0009,0.0138,0.065217391,13,,0.4992484,2962.58
ENSG00000136002,ARHGEF4,Non-client,0.0057,0.0091,0.626373626,7,,0.4644635,2971.66
ENSG00000156976,EIF4A2,Client,0,0.003,0,62,,0.644532,2973.62
ENSG00000174938,SEZ6L2,Non-client,0.001,0.013,0.076923077,11,,0.4106262,2975.33
ENSG00000262919,CCNQ,Non-client,0,0.0119,0,13,,0.4211383,2978.85
ENSG00000110080,ST3GAL4,Non-client,0.0012,0.0187,0.064171123,18,,0.4317397,2984.31
ENSG00000171004,HS6ST2,Non-client,0.0026,0.0027,0.962962963,7,,0.4100722,2986.89
ENSG00000183715,OPCML,Non-client,0,0.007,0,10,,0.4966129,2988.54
ENSG00000169398,PTK2,Client,0.0078,0.0143,0.545454546,121,,0.6021868,2991.12
ENSG00000136153,LMO7,Non-client,0.0039,0.0129,0.302325581,42,,0.6204004,3006.41
ENSG00000047346,FAM214A,Non-client,0.0025,0.0117,0.213675214,8,,0.7053795,3015.74
ENSG00000103067,ESRP2,Non-client,0.0013,0.0053,0.245283019,8,,0.4295713,3022.71
ENSG00000213689,TREX1,Non-client,0.0077,0.0177,0.435028249,11,,0.463788,3028.88
ENSG00000089351,GRAMD1A,Non-client,0.0026,0.0137,0.189781022,29,,0.3922557,3037.34
ENSG00000214575,CPEB1,Non-client,0.0025,0.002,1.25,12,,0.5279371,3040.05
ENSG00000144711,IQSEC1,Non-client,0.0132,0.0351,0.376068376,20,,0.3714309,3040.51
ENSG00000117090,SLAMF1,Non-client,0.0013,0.0034,0.382352941,110,,0.5291089,3044.39
ENSG00000140093,SERPINA10,Non-client,0.0059,0.0211,0.279620853,6,,0.5364693,3045.54
ENSG00000115556,PLCD4,Non-client,0.0042,0.0104,0.403846154,3,,0.5103979,3047.65
ENSG00000275074,NUDT18,Non-client,0.0056,0.0228,0.245614035,36,,0.3544803,3057.15
ENSG00000105854,PON2,Client,0,0.0063,0,79,,0.630364,3059.1
ENSG00000184347,SLIT3,Non-client,0.003,0.0222,0.135135135,2,,0.4192376,3059.7
ENSG00000165359,INTS6L,Non-client,0.002,0.0055,0.363636364,,,0.6731626,3062.54
ENSG00000154822,PLCL2,Non-client,0,0.0119,0,9,,0.5856363,3063.73
ENSG00000101638,ST8SIA5,Non-client,0.001,0.0331,0.03021148,2,,0.3855541,3066.26
ENSG00000126226,PCID2,Non-client,0,0.0055,0,27,,0.5753865,3070.94
ENSG00000235718,MFRP,Non-client,0.0047,0.0044,1.068181818,,,0.458661,3077.73
ENSG00000197641,SERPINB13,Non-client,0.0082,0.006,1.366666667,24,,0.5874895,3080.75
ENSG00000128881,TTBK2,Non-client,0.0004,0.0075,0.053333333,8,,0.6286348,3082.14
ENSG00000136250,AOAH,Non-client,0.0072,0.0105,0.685714286,,,0.5504136,3084.18
ENSG00000160781,PAQR6,Non-client,0.2431,0.3741,0.64982625,1,,0.4589499,3101.73
ENSG00000186074,CD300LF,Non-client,0.0173,0.015,1.153333333,1,,0.4838694,3103.82
ENSG00000165861,ZFYVE1,Non-client,0.0006,0.0152,0.039473684,8,,0.4948618,3124.93
ENSG00000196091,MYBPC1,Non-client,0.0014,0.0131,0.106870229,10,,0.6137857,3134.29
ENSG00000114098,ARMC8,Non-client,0,0.0033,0,68,,0.6522467,3137.2
ENSG00000177000,MTHFR,Non-client,0.0012,0.0178,0.06741573,20,,0.4267168,3150.61
ENSG00000165685,TMEM52B,Non-client,0.0078,0.0125,0.624,34,,0.5082175,3152.77
ENSG00000171611,PTCRA,Non-client,0.0134,0.0049,2.734693878,9,,0.4533621,3155.61
ENSG00000080200,CRYBG3,Non-client,0.007,0.007,1,7,,0.6957448,3166.46
ENSG00000130640,TUBGCP2,Client,0.0019,0.0305,0.062295082,88,,0.4188697,3168.04
ENSG00000004139,SARM1,Non-client,0,0.0023,0,25,,0.3535328,3182.19
ENSG00000162129,CLPB,Non-client,0.0018,0.0111,0.162162162,51,,0.4636789,3184.56
ENSG00000110713,NUP98,Non-client,0.0028,0.0104,0.269230769,72,,0.6251536,3185.24
ENSG00000198380,GFPT1,Client,0.0007,0.0109,0.064220184,58,,0.6451765,3199.49
ENSG00000105352,CEACAM4,Non-client,0.0568,0.096,0.591666667,,,0.4977798,3212
ENSG00000078061,ARAF,Client,0,0.0024,0,90,,0.418423,3212.7
ENSG00000184304,PRKD1,Client,0.0027,0.0104,0.259615385,33,,0.5560906,3213.25
ENSG00000101158,NELFCD,Client,0.0015,0.009,0.166666667,41,,0.5151028,3215.36
ENSG00000141376,BCAS3,Client,0.03,0.0458,0.655021834,37,,0.5751244,3221.62
ENSG00000157680,DGKI,Non-client,0.0008,0.007,0.114285714,4,,0.5307547,3222.93
ENSG00000140479,PCSK6,Non-client,0.0028,0.0269,0.104089219,2,,0.4276822,3237.22
ENSG00000154175,ABI3BP,Non-client,0.0032,0.0124,0.258064516,8,,0.6536926,3261.38
ENSG00000179344,LOC100616520,Non-client,0.0401,0.1106,0.362567812,,,0.4217473,3268.25
ENSG00000179148,ALOXE3,Client,0.0215,0.0453,0.474613687,22,,0.4200517,3268.92
ENSG00000168060,NAALADL1,Non-client,0.0036,0.0196,0.183673469,,,0.4382159,3271.4
ENSG00000145725,PPIP5K2,Non-client,0.0003,0.0038,0.078947368,22,,0.7098019,3276.2
ENSG00000064225,ST3GAL6,Non-client,0.0044,0.0203,0.216748769,6,,0.6004591,3276.95
ENSG00000169344,UMOD,Non-client,0.0026,0.0127,0.204724409,1,,0.4152305,3278.49
ENSG00000158636,EMSY,Non-client,0,0.0041,0,,,0.6492473,3280.42
ENSG00000183230,CTNNA3,Non-client,0.0032,0.006,0.533333333,29,,0.6175216,3282.48
ENSG00000138614,INTS14,Non-client,0.0234,0.0234,1,,,0.5993749,3286.56
ENSG00000183844,FAM3B,Non-client,0.0094,0.0422,0.222748815,9,,0.5771135,3286.68
ENSG00000186407,CD300E,Client,0.197,0.2642,0.745647237,4,,0.5022794,3292.08
ENSG00000067208,EVI5,Non-client,0.0016,0.0055,0.290909091,14,,0.6724654,3295.89
ENSG00000116141,MARK1,Non-client,0.0023,0.0046,0.5,13,,0.6130859,3300.59
ENSG00000182870,GALNT9,Non-client,0.0026,0.0603,0.043117745,,,0.3625405,3302.79
ENSG00000214046,SMIM7,Non-client,0.0114,0.0899,0.126807564,1,,0.4635677,3303.29
ENSG00000099866,MADCAM1,Non-client,0.0108,0.0291,0.371134021,4,,0.3351594,3303.47
ENSG00000118200,CAMSAP2,Non-client,0.0024,0.0051,0.470588235,63,,0.7020035,3307.06
ENSG00000160055,TMEM234,Non-client,0.0052,0.0133,0.390977444,2,,0.4878058,3315.3
ENSG00000260230,FRRS1L,Non-client,0.0029,0.0154,0.188311688,1,,0.430344,3340.35
ENSG00000109321,AREG,Non-client,0.0092,0.0097,0.948453608,11,,0.6203222,3342.91
ENSG00000145833,DDX46,Non-client,0,0.0111,0,44,,0.6575104,3345.35
ENSG00000167107,ACSF2,Client,0.0049,0.0144,0.340277778,13,,0.4625315,3345.89
ENSG00000162365,LOC739864,Non-client,0.0099,0.0059,1.677966102,1,,0.4713249,3348.81
ENSG00000132563,REEP2,Non-client,0,0.0063,0,6,,0.4268136,3359.62
ENSG00000138696,BMPR1B,Non-client,0.0017,0.0101,0.168316832,22,,0.6186965,3364.24
ENSG00000108001,EBF3,Non-client,0,0.0109,0,10,,0.4314375,3382.5
ENSG00000140400,MAN2C1,Non-client,0.0467,0.0739,0.631935047,11,,0.4439483,3382.85
ENSG00000117281,CD160,Non-client,0.002,0.015,0.133333333,3,,0.5784062,3385.41
ENSG00000144741,SLC25A26,Non-client,0.0088,0.008,1.1,3,,0.6400564,3392.28
ENSG00000080822,CLDND1,Non-client,0.0017,0.0043,0.395348837,19,,0.6044423,3396.67
ENSG00000130396,AFDN,Non-client,0.0014,0.0091,0.153846154,,,0.5573261,3408.94
ENSG00000175164,ABO,Non-client,0.0081,0.0546,0.148351648,3,,0.383464,3409.12
ENSG00000119888,EPCAM,Non-client,0.0091,0.0036,2.527777778,5,,0.6336209,3409.17
ENSG00000167323,STIM1,Non-client,0,0.0081,0,27,,0.4956072,3413.67
ENSG00000166788,SAAL1,Non-client,0.004,0.007,0.571428571,41,,0.627458,3418.9
ENSG00000002726,AOC1,Non-client,0.0042,0.0376,0.111702128,1,,0.4170115,3423.33
ENSG00000165868,HSPA12A,Non-client,0.0006,0.0114,0.052631579,25,,0.4576426,3431.99
ENSG00000123572,NRK,Non-client,0.0024,0.0048,0.5,,,0.6573691,3439.94
ENSG00000179583,CIITA,Non-client,0.0054,0.0224,0.241071429,24,,0.4358808,3447.41
ENSG00000157985,AGAP1,Non-client,0.0022,0.0293,0.075085324,73,,0.3668129,3456.58
ENSG00000105220,GPI,Client,0.0049,0.0114,0.429824561,62,,0.4312757,3457.28
ENSG00000173988,LRRC63,Non-client,0.0067,0.0096,0.697916667,,,0.7573942,3475.18
ENSG00000130559,CAMSAP1,Non-client,0.0023,0.0127,0.181102362,24,,0.4560195,3484.24
ENSG00000278259,MYO19,Client,0.0048,0.0178,0.269662921,174,,0.4873504,3485.45
ENSG00000156515,HK1,Non-client,0.003,0.0053,0.566037736,50,,0.4804186,3490.45
ENSG00000143469,SYT14,Non-client,0.0015,0.0114,0.131578947,1,,0.7176345,3503.25
ENSG00000156687,UNC5D,Non-client,0,0.0165,0,,,0.5280323,3505.48
ENSG00000127564,PKMYT1,Non-client,0.0018,0.0083,0.21686747,15,,0.4006952,3506.3
ENSG00000155903,RASA2,Non-client,0.0379,0.0427,0.887587822,1,,0.6785601,3521.77
ENSG00000109911,ELP4,Non-client,0.103,0.2133,0.482887951,17,,0.6201927,3528.7
ENSG00000099821,POLRMT,Non-client,0.0042,0.0525,0.08,32,,0.3578682,3532.76
ENSG00000166963,MAP1A,Non-client,0.0032,0.0063,0.507936508,23,,0.5421702,3534.62
ENSG00000135637,CCDC142,Non-client,0.0039,0.0149,0.261744966,,,0.4533563,3536.96
ENSG00000138802,SEC24B,Non-client,0.0029,0.0097,0.298969072,47,,0.66993,3543.83
ENSG00000134900,TPP2,Non-client,0.0007,0.0129,0.054263566,33,,0.6836749,3545.42
ENSG00000106799,TGFBR1,Client,0.0009,0.0024,0.375,70,,0.5967587,3548.34
ENSG00000261587,TMEM249,Non-client,0.0084,0.059,0.142372881,,,0.3603201,3550.77
ENSG00000071127,WDR1,Client,0.0014,0.0259,0.054054054,94,,0.4576241,3552.57
ENSG00000166833,NAV2,Non-client,0.0013,0.0168,0.077380952,13,,0.4780857,3555.1
ENSG00000182985,CADM1,Non-client,0.0703,0.1137,0.618293756,10,,0.5462569,3563.57
ENSG00000160469,BRSK1,Non-client,0,0.0176,0,4,,0.3882075,3569.08
ENSG00000214782,MS4A18,Non-client,0.0061,0.0082,0.743902439,,,0.5604728,3577.35
ENSG00000135074,ADAM19,Non-client,0.0028,0.0103,0.27184466,3,,0.4742812,3581.05
ENSG00000172575,RASGRP1,Non-client,0,0.0085,0,4,,0.5504029,3581.41
ENSG00000154451,GBP5,Non-client,0.0116,0.003,3.866666667,9,,0.6067225,3586.42
ENSG00000189108,IL1RAPL2,Non-client,0.0136,0.027,0.503703704,1,,0.6349969,3586.44
ENSG00000187048,CYP4A22,Non-client,0.0053,0.0173,0.306358382,4,,0.4738855,3599.83
ENSG00000160161,CILP2,Non-client,0.0015,0.024,0.0625,5,,0.3499384,3607.11
ENSG00000137409,MTCH1,Non-client,0.0368,0.081,0.454320988,58,,0.4432742,3613.39
ENSG00000182508,LHFPL1,Non-client,0.0019,0.0096,0.197916667,,,0.5403132,3614.8
ENSG00000160856,FCRL3,Client,0.0088,0.0129,0.682170543,5,,0.5643464,3615.54
ENSG00000112584,FAM120B,Non-client,0.0138,0.016,0.8625,10,,0.5732488,3635.43
ENSG00000197057,DTHD1,Non-client,0.01,0.0116,0.862068966,,,0.6622545,3639.19
ENSG00000111335,OAS2,Non-client,0.0048,0.0101,0.475247525,5,,0.5429507,3645.84
ENSG00000124783,SSR1,Client,0.0016,0.0041,0.390243902,68,,0.6712534,3647.31
ENSG00000133026,MYH10,Non-client,0.0003,0.0113,0.026548673,67,,0.5520578,3648.6
ENSG00000100368,CSF2RB,Non-client,0.0068,0.0225,0.302222222,15,,0.4373599,3665.69
ENSG00000161031,PGLYRP2,Non-client,0.0044,0.0209,0.210526316,,,0.4249796,3667.02
ENSG00000071242,RPS6KA2,Client,0.0006,0.0312,0.019230769,26,,0.4217435,3670.28
ENSG00000114204,SERPINI2,Non-client,0.0033,0.0132,0.25,5,,0.7291711,3683.73
ENSG00000171634,BPTF,Client,0.0035,0.0126,0.277777778,38,,0.6335005,3689.39
ENSG00000188175,HEPACAM2,Client,0.0021,0.0049,0.428571429,37,,0.6172671,3692.47
ENSG00000118363,SPCS2,Non-client,0.002,0.0054,0.37037037,38,,0.5921014,3693.48
ENSG00000134571,MYBPC3,Client,0.0017,0.0194,0.087628866,10,,0.4220327,3699.79
ENSG00000137869,CYP19A1,Non-client,0.0009,0.0047,0.191489362,5,,0.5608604,3703.92
ENSG00000123444,KBTBD4,Client,0.0024,0.0023,1.043478261,17,,0.5128611,3705.96
ENSG00000152767,FARP1,Non-client,0.0026,0.0123,0.211382114,15,,0.4573597,3725.91
ENSG00000204381,LAYN,Non-client,0.0049,0.009,0.544444444,1,,0.5532982,3730.48
ENSG00000186854,TRABD2A,Non-client,0.0017,0.02,0.085,,,0.4402206,3732.14
ENSG00000177675,CD163L1,Non-client,0.0037,0.0091,0.406593407,,,0.6033814,3741.63
ENSG00000102078,SLC25A14,Non-client,0,0.0036,0,8,,0.5979366,3747.07
ENSG00000130477,UNC13A,Non-client,0.0005,0.0256,0.01953125,6,,0.4177595,3751.58
ENSG00000112297,CRYBG1,Non-client,0.0063,0.0105,0.6,,,0.5591683,3753.63
ENSG00000073737,DHRS9,Non-client,0.0038,0.0058,0.655172414,10,,0.6283226,3761.72
ENSG00000138834,MAPK8IP3,Non-client,0.0006,0.0308,0.01948052,34,,0.3861645,3778.92
ENSG00000140153,WDR20,Client,0,0.0095,0,36,,0.5016175,3779.11
ENSG00000243710,CFAP57,Non-client,0.0017,0.0085,0.2,,,0.5465876,3794.87
ENSG00000141314,RHBDL3,Non-client,0.2537,0.4217,0.601612521,4,,0.4492084,3800.93
ENSG00000149380,P4HA3,Non-client,0.0015,0.0083,0.180722892,65,,0.5001978,3815.7
ENSG00000095383,TBC1D2,Non-client,0.0014,0.0153,0.091503268,11,,0.4258434,3817.96
ENSG00000133318,RTN3,Non-client,0.0045,0.0103,0.436893204,25,,0.662674,3825.83
ENSG00000079459,FDFT1,Non-client,0.001,0.0251,0.039840638,30,,0.4882606,3838.42
ENSG00000163636,PSMD6,Non-client,0,0.0057,0,93,,0.5629822,3838.58
ENSG00000140612,SEC11A,Non-client,0.0048,0.0071,0.676056338,16,,0.5982542,3844.2
ENSG00000147202,DIAPH2,Non-client,0.0016,0.0053,0.301886793,6,,0.6621953,3846.16
ENSG00000069206,ADAM7,Non-client,0.0081,0.0133,0.609022556,,,0.6438228,3865.44
ENSG00000204941,LOC100613994,Non-client,0.0214,0.0424,0.504716981,4,,0.5372143,3868.08
ENSG00000182050,MGAT4C,Client,0.03,0.0563,0.53285968,34,,0.6930068,3869.11
ENSG00000166959,MS4A8,Non-client,0.0039,0.0129,0.302325581,,,0.5425833,3890.8
ENSG00000180287,PLD5,Non-client,0.0016,0.0155,0.103225807,,,0.5697016,3891.74
ENSG00000159128,IFNGR2,Client,0.0235,0.0257,0.914396887,6,,0.5332725,3906.92
ENSG00000023171,GRAMD1B,Non-client,0.0005,0.0135,0.037037037,18,,0.4573899,3917.31
ENSG00000134258,VTCN1,Non-client,0.0225,0.028,0.803571429,1,,0.5701949,3952.83
ENSG00000162745,OLFML2B,Non-client,0.0074,0.0299,0.247491639,,,0.4561553,3953.15
ENSG00000149499,EML3,Non-client,0.001,0.0091,0.10989011,10,,0.4368814,3955.62
ENSG00000111642,CHD4,Non-client,0.0005,0.0066,0.075757576,127,,0.5323993,3958.13
ENSG00000096093,EFHC1,Non-client,0.0015,0.0089,0.168539326,13,,0.5890914,3969.26
ENSG00000038295,TLL1,Non-client,0.001,0.0194,0.051546392,2,,0.6275715,3990.01
ENSG00000075413,MARK3,Non-client,0.0006,0.013,0.046153846,56,,0.5982558,3997.58
ENSG00000127990,SGCE,Non-client,0.0216,0.0256,0.84375,5,,0.6186446,3997.76
ENSG00000065000,AP3D1,Non-client,0.0013,0.0389,0.033419023,40,,0.4174676,3997.92
ENSG00000139835,GRTP1,Non-client,0.0573,0.0918,0.624183007,6,,0.4206131,3999.87
ENSG00000133216,EPHB2,Non-client,0.0008,0.0245,0.032653061,18,,0.4050599,4003.27
ENSG00000106384,MOGAT3,Non-client,0.0052,0.0273,0.190476191,1,,0.4192978,4016.7
ENSG00000240849,TMEM189,Non-client,0.003,0.014,0.214285714,19,,0.3769956,4017.76
ENSG00000173702,MUC13,Non-client,0.0098,0.0088,1.113636364,11,,0.6384051,4033.88
ENSG00000153930,ANKFN1,Non-client,0.0136,0.0256,0.53125,,,0.5493895,4034.86
ENSG00000164062,APEH,Client,0.0406,0.0715,0.567832168,39,,0.4601809,4039.19
ENSG00000149090,PAMR1,Non-client,0.0044,0.0183,0.240437159,,,0.503269,4040.81
ENSG00000198326,TMEM239,Non-client,0.0117,0.0197,0.593908629,11,,0.4179149,4056.13
ENSG00000034533,ASTE1,Non-client,0.0202,0.0292,0.691780822,14,,0.6177503,4073.11
ENSG00000149474,KAT14,Non-client,0.0018,0.0161,0.111801242,,,0.5819171,4087.8
ENSG00000149131,SERPING1,Non-client,0.0046,0.0076,0.605263158,17,,0.497497,4101.23
ENSG00000088881,EBF4,Non-client,0.002,0.0319,0.062695925,3,,0.3649469,4103.89
ENSG00000185480,PARPBP,Non-client,0.0078,0.0226,0.345132743,,,0.705932,4113.84
ENSG00000148429,USP6NL,Non-client,0.0178,0.0242,0.73553719,12,,0.5710524,4124.28
ENSG00000163626,COX18,Non-client,0.0014,0.013,0.107692308,1,,0.4716328,4126.65
ENSG00000121577,POPDC2,Non-client,0.0013,0.0232,0.056034483,22,,0.5047805,4132.44
ENSG00000117385,P3H1,Client,0.0452,0.0697,0.648493544,81,,0.4608722,4137.72
ENSG00000085831,TTC39A,Non-client,0.0123,0.0413,0.297820823,1,,0.4666761,4139.5
ENSG00000172782,FADS6,Non-client,0.0278,0.0619,0.44911147,1,,0.3911364,4152.67
ENSG00000113716,HMGXB3,Client,0.0018,0.0043,0.418604651,6,,0.5262741,4154.14
ENSG00000186115,CYP4F2,Non-client,0.0017,0.0234,0.072649573,2,,0.4298829,4175.83
ENSG00000151353,TMEM18,Non-client,0,0.0085,0,,,0.4804609,4211.21
ENSG00000164327,RICTOR,Non-client,0.0011,0.0122,0.090163934,79,,0.6659728,4212.58
ENSG00000139182,CLSTN3,Non-client,0.0017,0.0215,0.079069767,4,,0.4489439,4218.1
ENSG00000071054,MAP4K4,Client,0,0.0085,0,45,,0.5686299,4247.64
ENSG00000204655,MOG,Non-client,0.0032,0.0118,0.271186441,1,,0.5280318,4260.69
ENSG00000171680,PLEKHG5,Non-client,0.0046,0.0263,0.174904943,15,,0.3870812,4265.03
ENSG00000005007,UPF1,Non-client,0,0.0109,0,156,,0.4089543,4265.83
ENSG00000213625,LEPROT,Non-client,0,0.0076,0,1,,0.6221939,4269.85
ENSG00000144036,EXOC6B,Non-client,0.0005,0.0089,0.056179775,16,,0.6066692,4274.49
ENSG00000077097,TOP2B,Non-client,0.0003,0.0077,0.038961039,66,,0.7276873,4279.11
ENSG00000103310,ZP2,Non-client,0.0041,0.0112,0.366071429,,,0.5718529,4283.92
ENSG00000184293,CLECL1,Non-client,0.0366,0.0297,1.232323232,,,0.6441009,4285.76
ENSG00000197535,MYO5A,Non-client,0.0041,0.0169,0.24260355,57,,0.5769661,4286.74
ENSG00000135124,P2RX4,Non-client,0,0.0212,0,32,,0.4467482,4290.21
ENSG00000127914,AKAP9,Client,0.003,0.0073,0.410958904,65,,0.736964,4292.38
ENSG00000053900,ANAPC4,Non-client,0.0006,0.0049,0.12244898,51,,0.7045272,4303.79
ENSG00000187066,TMEM262,Non-client,0.0033,0.0216,0.152777778,,,0.3772414,4307.58
ENSG00000152291,TGOLN2,Non-client,0.0121,0.0209,0.578947368,50,,0.4523345,4314.74
ENSG00000068724,TTC7A,Non-client,0.002,0.0103,0.194174757,3,,0.4278955,4325.51
ENSG00000157212,PAXIP1,Client,0.0019,0.0126,0.150793651,258,,0.622719,4327.95
ENSG00000164451,CALHM4,Non-client,0.0015,0.011,0.136363636,15,,0.6104361,4332.76
ENSG00000232070,TMEM253,Non-client,0.0023,0.0147,0.156462585,2,,0.5180701,4333.82
ENSG00000169410,PTPN9,Non-client,0,0.002,0,35,,0.5217828,4336.77
ENSG00000173715,C11H11orf80,Non-client,0.0057,0.0222,0.256756757,,,0.517335,4347.15
ENSG00000198856,OSTC,Non-client,0.0239,0.0433,0.551963049,9,,0.5397086,4349.73
ENSG00000112655,PTK7,Non-client,0.0181,0.04,0.4525,39,,0.4479979,4355.09
ENSG00000061918,GUCY1B1,Client,0,0.0074,0,15,,0.6229492,4375.22
ENSG00000111731,C2CD5,Non-client,0.0008,0.0137,0.058394161,27,,0.6832934,4382.08
ENSG00000220008,LINGO3,Non-client,0.0006,0.0207,0.028985507,,,0.2746893,4386.67
ENSG00000113119,TMCO6,Non-client,0.004,0.0042,0.952380952,8,,0.5079952,4387.34
ENSG00000157916,RER1,Non-client,0.002,0.0164,0.12195122,33,,0.4926646,4387.47
ENSG00000090686,USP48,Non-client,0.0009,0.0069,0.130434783,33,,0.6461849,4390.24
ENSG00000008226,DLEC1,Non-client,0.0068,0.018,0.377777778,,,0.4844962,4390.57
ENSG00000166268,MYRFL,Non-client,0.0112,0.0164,0.682926829,,,0.6009291,4395.8
ENSG00000134775,FHOD3,Non-client,0.0029,0.0136,0.213235294,2,,0.4959211,4407.95
ENSG00000172534,HCFC1,Client,0.0011,0.0114,0.096491228,96,,0.4375619,4410.66
ENSG00000051523,CYBA,Non-client,0.2313,0.4817,0.480174382,10,,0.4159462,4430.13
ENSG00000132153,DHX30,Non-client,0.0007,0.0103,0.067961165,84,,0.4156165,4435.56
ENSG00000204084,INPP5B,Client,0.0055,0.0088,0.625,12,,0.5444964,4442.3
ENSG00000120645,IQSEC3,Non-client,0.0052,0.0404,0.128712871,,,0.3627979,4443.06
