Entry	Entry name	Protein names	Gene names	Organism	Length	yourlist:M20201112E5A08BB0B2D1C45B0C7BC3B55FD2655603D8DDF	isomap:M20201112E5A08BB0B2D1C45B0C7BC3B55FD2655603D8DDF
P14618	KPYM_HUMAN	Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (p58)	PKM OIP3 PK2 PK3 PKM2	Homo sapiens (Human)	531	ENSG00000067225	ENSG00000067225 -> P14618-1;P14618-2;P14618-3
P68871	HBB_HUMAN	Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin]	HBB	Homo sapiens (Human)	147	ENSG00000244734	
P60709	ACTB_HUMAN	Actin, cytoplasmic 1 (Beta-actin) [Cleaved into: Actin, cytoplasmic 1, N-terminally processed]	ACTB	Homo sapiens (Human)	375	ENSG00000075624	
P04406	G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (Peptidyl-cysteine S-nitrosylase GAPDH) (EC 2.6.99.-)	GAPDH GAPD CDABP0047 OK/SW-cl.12	Homo sapiens (Human)	335	ENSG00000111640	ENSG00000111640 -> P04406-1;P04406-2
P02768	ALBU_HUMAN	Albumin	ALB GIG20 GIG42 PRO0903 PRO1708 PRO2044 PRO2619 PRO2675 UNQ696/PRO1341	Homo sapiens (Human)	609	ENSG00000163631	ENSG00000163631 -> P02768-1;P02768-3
P62328	TYB4_HUMAN	Thymosin beta-4 (T beta-4) (Fx) [Cleaved into: Hematopoietic system regulatory peptide (Seraspenide)]	TMSB4X TB4X THYB4 TMSB4	Homo sapiens (Human)	44	ENSG00000205542	
P29966	MARCS_HUMAN	Myristoylated alanine-rich C-kinase substrate (MARCKS) (Protein kinase C substrate, 80 kDa protein, light chain) (80K-L protein) (PKCSL)	MARCKS MACS PRKCSL	Homo sapiens (Human)	332	ENSG00000277443	
Q9Y3Y2	CHTOP_HUMAN	Chromatin target of PRMT1 protein (Friend of PRMT1 protein) (Small arginine- and glycine-rich protein) (SRAG)	CHTOP C1orf77 FOP HT031 PP7704	Homo sapiens (Human)	248	ENSG00000160679	ENSG00000160679 -> Q9Y3Y2-1;Q9Y3Y2-3;Q9Y3Y2-4
Q9NQP4	PFD4_HUMAN	Prefoldin subunit 4 (Protein C-1)	PFDN4 PFD4	Homo sapiens (Human)	134	ENSG00000101132	
Q53QV2	LBH_HUMAN	Protein LBH (hLBH) (Limb bud and heart development protein homolog)	LBH	Homo sapiens (Human)	105	ENSG00000213626	
Q5VTD9	GFI1B_HUMAN	Zinc finger protein Gfi-1b (Growth factor independent protein 1B) (Potential regulator of CDKN1A translocated in CML)	GFI1B	Homo sapiens (Human)	330	ENSG00000165702	ENSG00000165702 -> Q5VTD9-1;Q5VTD9-2
Q8WVK2	SNR27_HUMAN	U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein (U4/U6.U5 snRNP 27 kDa protein) (U4/U6.U5-27K) (Nucleic acid-binding protein RY-1) (U4/U6.U5 tri-snRNP-associated 27 kDa protein) (27K) (U4/U6.U5 tri-snRNP-associated protein 3)	SNRNP27	Homo sapiens (Human)	155	ENSG00000124380	
Q15185	TEBP_HUMAN	Prostaglandin E synthase 3 (EC 5.3.99.3) (Cytosolic prostaglandin E2 synthase) (cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Telomerase-binding protein p23)	PTGES3 P23 TEBP	Homo sapiens (Human)	160	ENSG00000110958	ENSG00000110958 -> Q15185-1;Q15185-2;Q15185-3;Q15185-4
P06753	TPM3_HUMAN	Tropomyosin alpha-3 chain (Gamma-tropomyosin) (Tropomyosin-3) (Tropomyosin-5) (hTM5)	TPM3	Homo sapiens (Human)	285	ENSG00000143549	ENSG00000143549 -> P06753-1;P06753-2;P06753-3;P06753-4;P06753-5;P06753-6;P06753-7
P09493	TPM1_HUMAN	Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1)	TPM1 C15orf13 TMSA	Homo sapiens (Human)	284	ENSG00000140416	ENSG00000140416 -> P09493-1;P09493-10;P09493-3;P09493-5;P09493-6;P09493-7;P09493-8;P09493-9
Q9BRJ7	TIRR_HUMAN	Tudor-interacting repair regulator protein (NUDT16-like protein 1) (Protein syndesmos)	NUDT16L1 SDOS TIRR	Homo sapiens (Human)	211	ENSG00000168101	ENSG00000168101 -> Q9BRJ7-1;Q9BRJ7-2
P35637	FUS_HUMAN	RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein)	FUS TLS	Homo sapiens (Human)	526	ENSG00000089280	ENSG00000089280 -> P35637-1;P35637-2
Q9H7C9	AAMDC_HUMAN	Mth938 domain-containing protein (Adipogenesis associated Mth938 domain-containing protein)	AAMDC C11orf67 PTD015	Homo sapiens (Human)	122	ENSG00000087884	ENSG00000087884 -> Q9H7C9-1;Q9H7C9-3
Q92567	F168A_HUMAN	Protein FAM168A (Tongue cancer chemotherapy resistance-associated protein 1)	FAM168A KIAA0280 TCRP1	Homo sapiens (Human)	244	ENSG00000054965	ENSG00000054965 -> Q92567-1;Q92567-2;Q92567-3
Q9BYD3	RM04_HUMAN	39S ribosomal protein L4, mitochondrial (L4mt) (MRP-L4) (Mitochondrial large ribosomal subunit protein uL4m)	MRPL4 CDABP0091 CGI-28	Homo sapiens (Human)	311	ENSG00000105364	ENSG00000105364 -> Q9BYD3-1;Q9BYD3-2
P61960	UFM1_HUMAN	Ubiquitin-fold modifier 1	UFM1 C13orf20 BM-002	Homo sapiens (Human)	85	ENSG00000120686	ENSG00000120686 -> P61960-1;P61960-2
P62249	RS16_HUMAN	40S ribosomal protein S16 (Small ribosomal subunit protein uS9)	RPS16	Homo sapiens (Human)	146	ENSG00000105193	
Q14919	NC2A_HUMAN	Dr1-associated corepressor (Dr1-associated protein 1) (Negative cofactor 2-alpha) (NC2-alpha)	DRAP1	Homo sapiens (Human)	205	ENSG00000175550	ENSG00000175550 -> Q14919-1
Q86WQ0	NR2CA_HUMAN	Nuclear receptor 2C2-associated protein (TR4 orphan receptor-associated 16 kDa protein)	NR2C2AP TRA16	Homo sapiens (Human)	139	ENSG00000184162	ENSG00000184162 -> Q86WQ0-1;Q86WQ0-2
Q9NRI5	DISC1_HUMAN	Disrupted in schizophrenia 1 protein	DISC1 KIAA0457	Homo sapiens (Human)	854	ENSG00000162946	ENSG00000162946 -> Q9NRI5-1;Q9NRI5-10;Q9NRI5-11;Q9NRI5-2;Q9NRI5-3;Q9NRI5-4;Q9NRI5-5;Q9NRI5-6;Q9NRI5-7;Q9NRI5-8;Q9NRI5-9
P61218	RPAB2_HUMAN	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (DNA-directed RNA polymerase II subunit F) (DNA-directed RNA polymerases I, II, and III 14.4 kDa polypeptide) (RPABC14.4) (RPB14.4) (RPB6 homolog) (RPC15)	POLR2F POLRF	Homo sapiens (Human)	127	ENSG00000100142	
Q96C01	F136A_HUMAN	Protein FAM136A	FAM136A	Homo sapiens (Human)	138	ENSG00000035141	
O43708	MAAI_HUMAN	Maleylacetoacetate isomerase (MAAI) (EC 5.2.1.2) (GSTZ1-1) (Glutathione S-transferase zeta 1) (EC 2.5.1.18)	GSTZ1 MAAI	Homo sapiens (Human)	216	ENSG00000100577	ENSG00000100577 -> O43708-2
Q9Y6K9	NEMO_HUMAN	NF-kappa-B essential modulator (NEMO) (FIP-3) (IkB kinase-associated protein 1) (IKKAP1) (Inhibitor of nuclear factor kappa-B kinase subunit gamma) (I-kappa-B kinase subunit gamma) (IKK-gamma) (IKKG) (IkB kinase subunit gamma) (NF-kappa-B essential modifier)	IKBKG FIP3 NEMO	Homo sapiens (Human)	419	ENSG00000269335	ENSG00000269335 -> Q9Y6K9-1;Q9Y6K9-2;Q9Y6K9-3
P82979	SARNP_HUMAN	SAP domain-containing ribonucleoprotein (Cytokine-induced protein of 29 kDa) (Nuclear protein Hcc-1) (Proliferation-associated cytokine-inducible protein CIP29)	SARNP HCC1 HSPC316	Homo sapiens (Human)	210	ENSG00000205323	
P46937	YAP1_HUMAN	Transcriptional coactivator YAP1 (Yes-associated protein 1) (Protein yorkie homolog) (Yes-associated protein YAP65 homolog)	YAP1 YAP65	Homo sapiens (Human)	504	ENSG00000137693	ENSG00000137693 -> P46937-1;P46937-2;P46937-3;P46937-4;P46937-5;P46937-7;P46937-8;P46937-9
Q9C0B0	UNK_HUMAN	RING finger protein unkempt homolog (Zinc finger CCCH domain-containing protein 5)	UNK KIAA1753 ZC3H5 ZC3HDC5	Homo sapiens (Human)	810	ENSG00000132478	
P78318	IGBP1_HUMAN	Immunoglobulin-binding protein 1 (B-cell signal transduction molecule alpha 4) (Protein alpha-4) (CD79a-binding protein 1) (Protein phosphatase 2/4/6 regulatory subunit) (Renal carcinoma antigen NY-REN-16)	IGBP1 IBP1	Homo sapiens (Human)	339	ENSG00000089289	
Q8TEE9	SAP25_HUMAN	Histone deacetylase complex subunit SAP25 (25 kDa Sin3-associated polypeptide) (Sin3 corepressor complex subunit SAP25)	SAP25	Homo sapiens (Human)	199	ENSG00000205307	
Q96CB9	NSUN4_HUMAN	5-methylcytosine rRNA methyltransferase NSUN4 (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 4)	NSUN4	Homo sapiens (Human)	384	ENSG00000117481	ENSG00000117481 -> Q96CB9-1;Q96CB9-4
Q5VUJ9	DRC8_HUMAN	Dynein regulatory complex protein 8 (EF-hand calcium-binding domain-containing protein 2)	EFCAB2 DRC8	Homo sapiens (Human)	269	ENSG00000203666	ENSG00000203666 -> Q5VUJ9-1;Q5VUJ9-2;Q5VUJ9-3
Q8IYB3	SRRM1_HUMAN	Serine/arginine repetitive matrix protein 1 (SR-related nuclear matrix protein of 160 kDa) (SRm160) (Ser/Arg-related nuclear matrix protein)	SRRM1 SRM160	Homo sapiens (Human)	904	ENSG00000133226	ENSG00000133226 -> Q8IYB3-1
Q14192	FHL2_HUMAN	Four and a half LIM domains protein 2 (FHL-2) (LIM domain protein DRAL) (Skeletal muscle LIM-protein 3) (SLIM-3)	FHL2 DRAL SLIM3	Homo sapiens (Human)	279	ENSG00000115641	ENSG00000115641 -> Q14192-1;Q14192-2
Q92784	DPF3_HUMAN	Zinc finger protein DPF3 (BRG1-associated factor 45C) (BAF45C) (Zinc finger protein cer-d4)	DPF3 BAF45C CERD4	Homo sapiens (Human)	378	ENSG00000205683	ENSG00000205683 -> Q92784-1;Q92784-2;Q92784-5
Q96CP2	FWCH2_HUMAN	FLYWCH family member 2	FLYWCH2	Homo sapiens (Human)	140	ENSG00000162076	
P07108	ACBP_HUMAN	Acyl-CoA-binding protein (ACBP) (Diazepam-binding inhibitor) (DBI) (Endozepine) (EP)	DBI	Homo sapiens (Human)	87	ENSG00000155368	ENSG00000155368 -> P07108-1;P07108-2;P07108-3;P07108-4;P07108-5
Q9BU89	DOHH_HUMAN	Deoxyhypusine hydroxylase (hDOHH) (EC 1.14.99.29) (Deoxyhypusine dioxygenase) (Deoxyhypusine monooxygenase) (HEAT-like repeat-containing protein 1)	DOHH HLRC1	Homo sapiens (Human)	302	ENSG00000129932	
P63165	SUMO1_HUMAN	Small ubiquitin-related modifier 1 (SUMO-1) (GAP-modifying protein 1) (GMP1) (SMT3 homolog 3) (Sentrin) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C) (Ubiquitin-like protein UBL1)	SUMO1 SMT3C SMT3H3 UBL1 OK/SW-cl.43	Homo sapiens (Human)	101	ENSG00000116030	ENSG00000116030 -> P63165-1;P63165-2
O43586	PPIP1_HUMAN	Proline-serine-threonine phosphatase-interacting protein 1 (PEST phosphatase-interacting protein 1) (CD2-binding protein 1) (H-PIP)	PSTPIP1 CD2BP1	Homo sapiens (Human)	416	ENSG00000140368	ENSG00000140368 -> O43586-1;O43586-2
O94763	RMP_HUMAN	Unconventional prefoldin RPB5 interactor 1 (Protein NNX3) (Protein phosphatase 1 regulatory subunit 19) (RNA polymerase II subunit 5-mediating protein) (RPB5-mediating protein)	URI1 C19orf2 NNX3 PPP1R19 RMP URI	Homo sapiens (Human)	535	ENSG00000105176	ENSG00000105176 -> O94763-1;O94763-4
P01106	MYC_HUMAN	Myc proto-oncogene protein (Class E basic helix-loop-helix protein 39) (bHLHe39) (Proto-oncogene c-Myc) (Transcription factor p64)	MYC BHLHE39	Homo sapiens (Human)	439	ENSG00000136997	ENSG00000136997 -> P01106-1
Q13188	STK3_HUMAN	Serine/threonine-protein kinase 3 (EC 2.7.11.1) (Mammalian STE20-like protein kinase 2) (MST-2) (STE20-like kinase MST2) (Serine/threonine-protein kinase Krs-1) [Cleaved into: Serine/threonine-protein kinase 3 36kDa subunit (MST2/N); Serine/threonine-protein kinase 3 20kDa subunit (MST2/C)]	STK3 KRS1 MST2	Homo sapiens (Human)	491	ENSG00000104375	ENSG00000104375 -> Q13188-1;Q13188-2
Q86TG7	PEG10_HUMAN	Retrotransposon-derived protein PEG10 (Embryonal carcinoma differentiation-regulated protein) (Mammalian retrotransposon-derived protein 2) (Myelin expression factor 3-like protein 1) (MEF3-like protein 1) (Paternally expressed gene 10 protein) (Retrotransposon gag domain-containing protein 3) (Retrotransposon-derived gag-like polyprotein) (Ty3/Gypsy-like protein)	PEG10 EDR KIAA1051 MAR2 MART2 MEF3L1 RGAG3	Homo sapiens (Human)	708	ENSG00000242265	ENSG00000242265 -> Q86TG7-2
Q14653	IRF3_HUMAN	Interferon regulatory factor 3 (IRF-3)	IRF3	Homo sapiens (Human)	427	ENSG00000126456	ENSG00000126456 -> Q14653-1;Q14653-2;Q14653-3;Q14653-4;Q14653-5
Q16587	ZNF74_HUMAN	Zinc finger protein 74 (Zinc finger protein 520) (hZNF7)	ZNF74 ZNF520	Homo sapiens (Human)	644	ENSG00000185252	ENSG00000185252 -> Q16587-1;Q16587-3;Q16587-5
Q13309	SKP2_HUMAN	S-phase kinase-associated protein 2 (Cyclin-A/CDK2-associated protein p45) (F-box protein Skp2) (F-box/LRR-repeat protein 1) (p45skp2)	SKP2 FBXL1	Homo sapiens (Human)	424	ENSG00000145604	ENSG00000145604 -> Q13309-1;Q13309-2;Q13309-4
O00165	HAX1_HUMAN	HCLS1-associated protein X-1 (HS1-associating protein X-1) (HAX-1) (HS1-binding protein 1) (HSP1BP-1)	HAX1 HS1BP1	Homo sapiens (Human)	279	ENSG00000143575	ENSG00000143575 -> O00165-1;O00165-2;O00165-5;O00165-6
Q03013	GSTM4_HUMAN	Glutathione S-transferase Mu 4 (EC 2.5.1.18) (GST class-mu 4) (GST-Mu2) (GSTM4-4) (Leukotriene C4 synthase GSTM4) (EC 4.4.1.20)	GSTM4	Homo sapiens (Human)	218	ENSG00000168765	ENSG00000168765 -> Q03013-1;Q03013-2
Q9UKL0	RCOR1_HUMAN	REST corepressor 1 (Protein CoREST)	RCOR1 KIAA0071 RCOR	Homo sapiens (Human)	485	ENSG00000089902	
Q9H7B4	SMYD3_HUMAN	Histone-lysine N-methyltransferase SMYD3 (EC 2.1.1.354) (SET and MYND domain-containing protein 3) (Zinc finger MYND domain-containing protein 1)	SMYD3 ZMYND1 ZNFN3A1	Homo sapiens (Human)	428	ENSG00000185420	ENSG00000185420 -> Q9H7B4-1;Q9H7B4-3
P05549	AP2A_HUMAN	Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2)	TFAP2A AP2TF TFAP2	Homo sapiens (Human)	437	ENSG00000137203	ENSG00000137203 -> P05549-5;P05549-6
P61962	DCAF7_HUMAN	DDB1- and CUL4-associated factor 7 (WD repeat-containing protein 68) (WD repeat-containing protein An11 homolog)	DCAF7 HAN11 WDR68	Homo sapiens (Human)	342	ENSG00000136485	ENSG00000136485 -> P61962-1;P61962-2
Q8ND83	SLAI1_HUMAN	SLAIN motif-containing protein 1	SLAIN1 C13orf32	Homo sapiens (Human)	568	ENSG00000139737	ENSG00000139737 -> Q8ND83-1;Q8ND83-2;Q8ND83-3;Q8ND83-4
Q8IZU0	FAM9B_HUMAN	Protein FAM9B	FAM9B	Homo sapiens (Human)	186	ENSG00000177138	ENSG00000177138 -> Q8IZU0-1;Q8IZU0-2
O60237	MYPT2_HUMAN	Protein phosphatase 1 regulatory subunit 12B (Myosin phosphatase-targeting subunit 2) (Myosin phosphatase target subunit 2)	PPP1R12B MYPT2	Homo sapiens (Human)	982	ENSG00000077157	ENSG00000077157 -> O60237-1;O60237-2;O60237-3;O60237-4;O60237-5;O60237-6
P14136	GFAP_HUMAN	Glial fibrillary acidic protein (GFAP)	GFAP	Homo sapiens (Human)	432	ENSG00000131095	ENSG00000131095 -> P14136-1;P14136-2;P14136-3
Q9BRX9	WDR83_HUMAN	WD repeat domain-containing protein 83 (Mitogen-activated protein kinase organizer 1) (MAPK organizer 1)	WDR83 MORG1	Homo sapiens (Human)	315	ENSG00000123154	
P42771	CDN2A_HUMAN	Cyclin-dependent kinase inhibitor 2A (Cyclin-dependent kinase 4 inhibitor A) (CDK4I) (Multiple tumor suppressor 1) (MTS-1) (p16-INK4a) (p16-INK4) (p16INK4A)	CDKN2A CDKN2 MTS1	Homo sapiens (Human)	156	ENSG00000147889	ENSG00000147889 -> P42771-1;P42771-2;P42771-3;P42771-4;Q8N726-1
Q8N726	ARF_HUMAN	Tumor suppressor ARF (Alternative reading frame) (ARF) (Cyclin-dependent kinase inhibitor 2A) (p14ARF)	CDKN2A CDKN2 MLM	Homo sapiens (Human)	132	ENSG00000147889	
Q9Y4L5	RN115_HUMAN	E3 ubiquitin-protein ligase RNF115 (EC 2.3.2.27) (RING finger protein 115) (RING-type E3 ubiquitin transferase RNF115) (Rabring 7) (Zinc finger protein 364)	RNF115 ZNF364	Homo sapiens (Human)	304	ENSG00000265491	
Q6PGQ7	BORA_HUMAN	Protein aurora borealis (HsBora)	BORA C13orf34	Homo sapiens (Human)	559	ENSG00000136122	ENSG00000136122 -> Q6PGQ7-1;Q6PGQ7-2
Q6P1K2	PMF1_HUMAN	Polyamine-modulated factor 1 (PMF-1)	PMF1	Homo sapiens (Human)	205	ENSG00000160783	ENSG00000160783 -> Q6P1K2-1;Q6P1K2-2;Q6P1K2-6
Q96FV2	SCRN2_HUMAN	Secernin-2	SCRN2	Homo sapiens (Human)	425	ENSG00000141295	ENSG00000141295 -> Q96FV2-1;Q96FV2-2
Q01804	OTUD4_HUMAN	OTU domain-containing protein 4 (EC 3.4.19.12) (HIV-1-induced protein HIN-1)	OTUD4 HIN-1 KIAA1046	Homo sapiens (Human)	1114	ENSG00000164164	ENSG00000164164 -> Q01804-1;Q01804-3;Q01804-4
P53805	RCAN1_HUMAN	Calcipressin-1 (Adapt78) (Down syndrome critical region protein 1) (Myocyte-enriched calcineurin-interacting protein 1) (MCIP1) (Regulator of calcineurin 1)	RCAN1 ADAPT78 CSP1 DSC1 DSCR1	Homo sapiens (Human)	252	ENSG00000159200	ENSG00000159200 -> P53805-1;P53805-2;P53805-3;P53805-4
O94875	SRBS2_HUMAN	Sorbin and SH3 domain-containing protein 2 (Arg-binding protein 2) (ArgBP2) (Arg/Abl-interacting protein 2) (Sorbin)	SORBS2 ARGBP2 KIAA0777	Homo sapiens (Human)	1100	ENSG00000154556	ENSG00000154556 -> O94875-1;O94875-10;O94875-11;O94875-12;O94875-2;O94875-7;O94875-8;O94875-9
Q8N4Y2	EFC4A_HUMAN	EF-hand calcium-binding domain-containing protein 4A (Calcium release-activated calcium channel regulator 2B) (CRAC channel regulator 2B) (Calcium release-activated channel regulator 2B)	CRACR2B EFCAB4A	Homo sapiens (Human)	399	ENSG00000177685	ENSG00000177685 -> Q8N4Y2-1;Q8N4Y2-3
Q96SB4	SRPK1_HUMAN	SRSF protein kinase 1 (EC 2.7.11.1) (SFRS protein kinase 1) (Serine/arginine-rich protein-specific kinase 1) (SR-protein-specific kinase 1)	SRPK1	Homo sapiens (Human)	655	ENSG00000096063	ENSG00000096063 -> Q96SB4-2;Q96SB4-4
Q6ZNA4	RN111_HUMAN	E3 ubiquitin-protein ligase Arkadia (EC 2.3.2.27) (RING finger protein 111) (hRNF111) (RING-type E3 ubiquitin transferase Arkadia)	RNF111	Homo sapiens (Human)	994	ENSG00000157450	ENSG00000157450 -> Q6ZNA4-1;Q6ZNA4-2;Q6ZNA4-3;Q6ZNA4-4
Q5XKP0	MIC13_HUMAN	MICOS complex subunit MIC13 (Protein P117)	MICOS13 C19orf70 MIC13 QIL1	Homo sapiens (Human)	118	ENSG00000174917	
P48739	PIPNB_HUMAN	Phosphatidylinositol transfer protein beta isoform (PI-TP-beta) (PtdIns transfer protein beta) (PtdInsTP beta)	PITPNB	Homo sapiens (Human)	271	ENSG00000180957	ENSG00000180957 -> P48739-1;P48739-2;P48739-3
Q15853	USF2_HUMAN	Upstream stimulatory factor 2 (Class B basic helix-loop-helix protein 12) (bHLHb12) (FOS-interacting protein) (FIP) (Major late transcription factor 2) (Upstream transcription factor 2)	USF2 BHLHB12	Homo sapiens (Human)	346	ENSG00000105698	ENSG00000105698 -> Q15853-1;Q15853-2;Q15853-3;Q15853-4
Q14011	CIRBP_HUMAN	Cold-inducible RNA-binding protein (A18 hnRNP) (Glycine-rich RNA-binding protein CIRP)	CIRBP A18HNRNP CIRP	Homo sapiens (Human)	172	ENSG00000099622	ENSG00000099622 -> Q14011-1;Q14011-2
O94868	FCSD2_HUMAN	F-BAR and double SH3 domains protein 2 (Carom) (Protein nervous wreck 1) (NWK1) (SH3 multiple domains protein 3)	FCHSD2 KIAA0769 SH3MD3	Homo sapiens (Human)	740	ENSG00000137478	ENSG00000137478 -> O94868-1;O94868-2;O94868-3
Q9NX63	MIC19_HUMAN	MICOS complex subunit MIC19 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 3)	CHCHD3 MIC19 MINOS3	Homo sapiens (Human)	227	ENSG00000106554	
Q9BT78	CSN4_HUMAN	COP9 signalosome complex subunit 4 (SGN4) (Signalosome subunit 4) (JAB1-containing signalosome subunit 4)	COPS4 CSN4	Homo sapiens (Human)	406	ENSG00000138663	ENSG00000138663 -> Q9BT78-1;Q9BT78-2
P54257	HAP1_HUMAN	Huntingtin-associated protein 1 (HAP-1) (Neuroan 1)	HAP1 HAP2 HLP1	Homo sapiens (Human)	671	ENSG00000173805	ENSG00000173805 -> P54257-1;P54257-2;P54257-3;P54257-4
Q15276	RABE1_HUMAN	Rab GTPase-binding effector protein 1 (Rabaptin-4) (Rabaptin-5) (Rabaptin-5alpha) (Renal carcinoma antigen NY-REN-17)	RABEP1 RAB5EP RABPT5 RABPT5A	Homo sapiens (Human)	862	ENSG00000029725	ENSG00000029725 -> Q15276-1;Q15276-2
P17861	XBP1_HUMAN	X-box-binding protein 1 (XBP-1) (Tax-responsive element-binding protein 5) (TREB-5) [Cleaved into: X-box-binding protein 1, cytoplasmic form; X-box-binding protein 1, luminal form]	XBP1 TREB5 XBP2	Homo sapiens (Human)	261	ENSG00000100219	ENSG00000100219 -> P17861-1;P17861-2
Q96NG3	TTC25_HUMAN	Tetratricopeptide repeat protein 25 (TPR repeat protein 25)	TTC25	Homo sapiens (Human)	672	ENSG00000204815	ENSG00000204815 -> Q96NG3-1
P09496	CLCA_HUMAN	Clathrin light chain A (Lca)	CLTA	Homo sapiens (Human)	248	ENSG00000122705	ENSG00000122705 -> P09496-1;P09496-2;P09496-3;P09496-4;P09496-5
Q71U36	TBA1A_HUMAN	Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain]	TUBA1A TUBA3	Homo sapiens (Human)	451	ENSG00000167552	ENSG00000167552 -> Q71U36-1;Q71U36-2
Q04727	TLE4_HUMAN	Transducin-like enhancer protein 4 (Grg-4) (Groucho-related protein 4)	TLE4 GRG4 KIAA1261	Homo sapiens (Human)	773	ENSG00000106829	ENSG00000106829 -> Q04727-1;Q04727-2;Q04727-3;Q04727-4
O14965	AURKA_HUMAN	Aurora kinase A (EC 2.7.11.1) (Aurora 2) (Aurora/IPL1-related kinase 1) (ARK-1) (Aurora-related kinase 1) (hARK1) (Breast tumor-amplified kinase) (Serine/threonine-protein kinase 15) (Serine/threonine-protein kinase 6) (Serine/threonine-protein kinase aurora-A)	AURKA AIK AIRK1 ARK1 AURA AYK1 BTAK IAK1 STK15 STK6	Homo sapiens (Human)	403	ENSG00000087586	
O95936	EOMES_HUMAN	Eomesodermin homolog (T-box brain protein 2) (T-brain-2) (TBR-2)	EOMES TBR2	Homo sapiens (Human)	686	ENSG00000163508	ENSG00000163508 -> O95936-1;O95936-3;O95936-4
Q8WXE9	STON2_HUMAN	Stonin-2 (Stoned B)	STON2 STN2 STNB	Homo sapiens (Human)	905	ENSG00000140022	ENSG00000140022 -> Q8WXE9-3
P56559	ARL4C_HUMAN	ADP-ribosylation factor-like protein 4C (ADP-ribosylation factor-like protein 7) (ADP-ribosylation factor-like protein LAK)	ARL4C ARL7	Homo sapiens (Human)	192	ENSG00000188042	ENSG00000188042 -> P56559-1;P56559-2
P49760	CLK2_HUMAN	Dual specificity protein kinase CLK2 (EC 2.7.12.1) (CDC-like kinase 2)	CLK2	Homo sapiens (Human)	499	ENSG00000176444	ENSG00000176444 -> P49760-1;P49760-3
Q16643	DREB_HUMAN	Drebrin (Developmentally-regulated brain protein)	DBN1 D0S117E	Homo sapiens (Human)	649	ENSG00000113758	ENSG00000113758 -> Q16643-1;Q16643-2;Q16643-3
Q13573	SNW1_HUMAN	SNW domain-containing protein 1 (Nuclear protein SkiP) (Nuclear receptor coactivator NCoA-62) (Ski-interacting protein)	SNW1 SKIIP SKIP	Homo sapiens (Human)	536	ENSG00000100603	
Q13418	ILK_HUMAN	Integrin-linked protein kinase (EC 2.7.11.1) (59 kDa serine/threonine-protein kinase) (ILK-1) (ILK-2) (p59ILK)	ILK ILK1 ILK2	Homo sapiens (Human)	452	ENSG00000166333	ENSG00000166333 -> Q13418-1;Q13418-2;Q13418-3
Q9NVS9	PNPO_HUMAN	Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase)	PNPO	Homo sapiens (Human)	261	ENSG00000108439	ENSG00000108439 -> Q9NVS9-1;Q9NVS9-2;Q9NVS9-3;Q9NVS9-4
Q5T013	HYI_HUMAN	Putative hydroxypyruvate isomerase (EC 5.3.1.22) (Endothelial cell apoptosis protein E-CE1)	HYI HT036 SB156	Homo sapiens (Human)	277	ENSG00000178922	ENSG00000178922 -> Q5T013-1;Q5T013-3
Q96T88	UHRF1_HUMAN	E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Inverted CCAAT box-binding protein of 90 kDa) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (HuNp95) (hNp95) (RING finger protein 106) (RING-type E3 ubiquitin transferase UHRF1) (Transcription factor ICBP90) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (hUHRF1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)	UHRF1 ICBP90 NP95 RNF106	Homo sapiens (Human)	793	ENSG00000276043	ENSG00000276043 -> Q96T88-1
P78406	RAE1L_HUMAN	mRNA export factor (Rae1 protein homolog) (mRNA-associated protein mrnp 41)	RAE1 MRNP41	Homo sapiens (Human)	368	ENSG00000101146	
